,ID,Individual Income Tax,Payroll Tax,Wages,AGI,UI in AGI,OASDI in AGI,Itemized Deductions,Taxable Inc,CTC,CTC Refundable,Child care credit,EITC,AMT Taxable Income,AMT Liability,Net Investment Income Tax,Income Tax Before Credits,FICA,Qualified Business Income Deduction,Payroll Tax MTR,Income Tax MTR,Combined MTR
0,1.0,11177.1306,13770.0,90000.0,90000.0,0.0,0.0,0.0,74557.2,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,11177.1306,13770.0,0.0,0.15299999995477265,0.21999999989930075,0.37300000003597233
1,2.0,11864.6306,14248.125,93125.0,93125.0,0.0,0.0,0.0,77682.2,0.0,0.0,0.0,0.0,93125.0,0.0,0.0,11864.6306,14248.125,0.0,0.15299999995477265,0.21999999989930075,0.37300000003597233
