,ID,Individual Income Tax Diff,Payroll Tax Diff,Wages Diff,AGI Diff,UI in AGI Diff,OASDI in AGI Diff,Itemized Deductions Diff,Taxable Inc Diff,CTC Diff,CTC Refundable Diff,Child care credit Diff,EITC Diff,AMT Taxable Income Diff,AMT Liability Diff,Net Investment Income Tax Diff,Income Tax Before Credits Diff,FICA Diff,Qualified Business Income Deduction Diff,Payroll Tax MTR Diff,Income Tax MTR Diff,Combined MTR Diff
0,1.0,-2944.719399999998,0.0,0.0,0.0,0.0,0.0,0.0,-1833.800000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2944.719399999998,0.0,0.0,0.0,-0.029999999969732016,-0.030000000333529897
1,2.0,-3062.469399999998,0.0,0.0,0.0,0.0,0.0,0.0,-1833.800000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3062.469399999998,0.0,0.0,0.0,-0.029999999969732016,-0.029999999969732016
