,ID,Individual Income Tax,Payroll Tax,Wages,AGI,UI in AGI,OASDI in AGI,Itemized Deductions,Taxable Inc,CTC,CTC Refundable,Child care credit,EITC,AMT Taxable Income,AMT Liability,Net Investment Income Tax,Income Tax Before Credits,FICA,Qualified Business Income Deduction,Payroll Tax MTR,Income Tax MTR,Combined MTR
0,1.0,3003.4218,9180.0,60000.0,60000.0,0.0,0.0,0.0,29114.42,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,3003.4218,9180.0,0.0,0.1530000001366716,0.12000000001535227,0.2730000001974986
1,2.0,3101.2218,9304.695,60815.0,60815.0,0.0,0.0,0.0,29929.42,0.0,0.0,0.0,0.0,60815.0,0.0,0.0,3101.2218,9304.695,0.0,0.1530000001366716,0.12000000001535227,0.2730000001974986
