,ID,Individual Income Tax Diff,Payroll Tax Diff,Wages Diff,AGI Diff,UI in AGI Diff,OASDI in AGI Diff,Itemized Deductions Diff,Taxable Inc Diff,CTC Diff,CTC Refundable Diff,Child care credit Diff,EITC Diff,AMT Taxable Income Diff,AMT Liability Diff,Net Investment Income Tax Diff,Income Tax Before Credits Diff,FICA Diff,Qualified Business Income Deduction Diff,Payroll Tax MTR Diff,Income Tax MTR Diff,Combined MTR Diff
0,1.0,-693.6782000000003,0.0,0.0,0.0,0.0,0.0,0.0,-3667.5800000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-693.6782000000003,0.0,0.0,0.0,-0.03000000001520675,-0.029999999969732016
1,2.0,-718.1282000000006,0.0,0.0,0.0,0.0,0.0,0.0,-3667.5800000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-718.1282000000006,0.0,0.0,0.0,-0.03000000001520675,-0.029999999969732016
