,ID,Individual Income Tax Diff,Payroll Tax Diff,Wages Diff,AGI Diff,UI in AGI Diff,OASDI in AGI Diff,Itemized Deductions Diff,Taxable Inc Diff,CTC Diff,CTC Refundable Diff,Child care credit Diff,EITC Diff,AMT Taxable Income Diff,AMT Liability Diff,Net Investment Income Tax Diff,Income Tax Before Credits Diff,FICA Diff,Qualified Business Income Deduction Diff,Payroll Tax MTR Diff,Income Tax MTR Diff,Combined MTR Diff
0,1.0,-10390.603000000003,0.0,0.0,0.0,0.0,0.0,-4000.0,14600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10390.603000000003,0.0,0.0,0.0,-0.08999999990919605,-0.089999996998813
1,2.0,-12009.235191999993,0.0,0.0,0.0,0.0,0.0,-3844.3600000000006,14004.417599999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12009.235191999993,0.0,0.0,0.0,-0.12788399908458814,-0.12788400053977966
