,ID,Individual Income Tax Diff,Payroll Tax Diff,Wages Diff,AGI Diff,UI in AGI Diff,OASDI in AGI Diff,Itemized Deductions Diff,Taxable Inc Diff,CTC Diff,CTC Refundable Diff,Child care credit Diff,EITC Diff,AMT Taxable Income Diff,AMT Liability Diff,Net Investment Income Tax Diff,Income Tax Before Credits Diff,FICA Diff,Qualified Business Income Deduction Diff,Payroll Tax MTR Diff,Income Tax MTR Diff,Combined MTR Diff
0,1.0,-4258.3122,0.0,0.0,0.0,0.0,0.0,-31600.0,21914.419999999984,4000.0,0.0,0.0,0.0,18200.0,0.0,0.0,-258.3122000000003,0.0,0.0,0.0,-0.010000000474974513,-0.010000001202570274
1,2.0,-4395.612200000003,0.0,0.0,0.0,0.0,0.0,-31600.0,21914.419999999984,4000.0,0.0,0.0,0.0,18200.0,0.0,0.0,-395.6122000000032,0.0,0.0,0.0,-0.03999999971711077,-0.04000000044470653
